id,category,title,rank,body,extras,systemWhenCreated,systemWhoCreated
103,gulp,Get Gulp running compiling SASS,4.5,"- working through [this tutorial](http://zetcode.com/gulp/sass)
- make directory `gulp22`
- open VSCode to this directory
- install gulp
	- `npm init -y`
	- `npm i -g gulp-cli`
	- `npm i gulp -D`
- install files for SASS
	- `npm i -D gulp-sass`
	- `npm i -D del`
		- this deletes files
- setup basic files
	- `mkdir sass css`
	- `touch index.html gulpfile.js sass/main.scss`
- index.html
	---------------
	<!DOCTYPE html>
	<html lang=""en"">

	<head>
		<meta charset=""UTF-8"">
		<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
		<link rel=""stylesheet"" href=""css/main.css"">
		<title>Test</title>
	</head>

	<body>

		<div class=""container"">

			<h1>Test</h1>

			<table>

				<tr>
					<th>Name</th>
					<th>Description</th>
				</tr>

				<tr>
					<td>First Item</td>
					<td>Lorem ipsum dolor sit amet, consectetur adipisicing elit. Doloremque consectetur labore aut
						exercitationem fuga harum similique. Quas eius omnis quos eligendi, voluptates perspiciatis itaque
						repudiandae sunt magnam id pariatur labore.</td>
				</tr>

				<tr>
					<td>Second Item</td>
					<td>Lorem ipsum dolor sit amet consectetur adipisicing elit. Eum debitis voluptate totam modi! Ipsam
						explicabo hic, ex natus adipisci a commodi quo distinctio porro inventore recusandae quas blanditiis
						in non!</td>
				</tr>

				<tr>
					<td>Third Item</td>
					<td>Lorem, ipsum dolor sit amet consectetur adipisicing elit. Modi odio voluptatum sunt impedit earum
						blanditiis nemo repellendus, cumque facere, adipisci nesciunt? Consequuntur praesentium libero optio
						aliquam fugit modi quis quisquam.</td>
				</tr>

				<tr>
					<td>Fourth Item</td>
					<td>Lorem ipsum dolor sit amet consectetur, adipisicing elit. Vel porro voluptates dicta animi earum
						perspiciatis veniam quam non beatae quae? Cum doloribus voluptate dignissimos totam, dolorum ab
						velit explicabo. Ad?</td>
				</tr>

			</table>

		</div>

	</body>

	</html>
	---------------
- main.scss
	---------------
	$myfont: Georgia 1.2em;
	$table_head_col: #ccc;
	$table_row_col: #eee;
	$table_bor_col: #eee;
	$container_width: 700px;
	$first_col_width: 150px;

	div.container {

		margin: auto; 
		font: $myfont;
		width: $container_width;
	}

	table {

		tr:nth-child(odd) {background: $table_row_col}

		td:first-child {width: $first_col_width}

		th {
			background-color: $table_head_col;
		}

		border: 1px solid $table_bor_col;
	}
	---------------
- gulpfile.js
	-----------------------
	const gulp = require('gulp');
	const sass = require('gulp-sass');
	const del = require('del');

	gulp.task('styles', () => {
		return gulp.src('sass/**/*.scss')
			.pipe(sass().on('error', sass.logError))
			.pipe(gulp.dest('./css/'));
	});

	gulp.task('clean', () => {
		return del([
			'css/main.css',
		]);
	});

	gulp.task('watch', () => {
		gulp.watch('sass/**/*.scss', (done) => {
			gulp.series(['clean', 'styles'])(done);
		});
	});

	//gulp.task('default', gulp.series(['clean', 'styles']));
	gulp.task('default', gulp.series(['watch']));
	-----------------------
- `gulp`
- %% works well as watch, .css file is updated live, with Live Server a nice SASS development environment",,2020-05-05 09:03:25,systemUnknown
104,npm,How to use browser-sync to immediately show changes in browser,3.5,"- `npm i browser-sync -g`
- `browser-sync start --server --files ""*""`
- to get it to update on a CSS file change, I had to do this:
	------------------------------
	""scripts"": {
		""start"": ""browser-sync start --server --files \""*\"", \""css/*\""""
	},
	-------------------------------
- )) find more features of browser-sync, e.g. what do do with UI, how to change the port, etc.",,2020-05-06 03:35:07,systemUnknown
105,GitHub,Create an npx-executable Gist,3.0,"- made this one: 
	- https://gist.github.com/edwardtanguay/50961e21f434d3e1f1a92231154c4947
- but it gets this error
	--------------------------
	npm ERR! premature close
	npm ERR! A complete log of this run can be found in:
	npm ERR!     C:\Users\ADMIN\AppData\Roaming\npm-cache\_logs\2020-05-08T16_22_03_623Z-debug.log
	Die Installation von [ 'git+https://gist.github.com/50961e21f434d3e1f1a92231154c4947.git' ] 
	ist mit dem Code 1 fehlgeschlagen
	--------------------------
- )) fix error",,2020-05-08 21:48:14,systemUnknown
106,Gimp,Change GIMP splash screen on Windows,4.5,"- this didn't work:
	- watched [this tutorial](https://www.youtube.com/watch?v=CNi8GZVSrTs)
	- Add `splashes` folder to `C:\Users\ADMIN\AppData\Local\GIMP\2.10`
	- put in a .png file
- this worked:
	- watched [this tutorial](https://daviesmediadesign.com/project/gimp-2-10-tutorial-customize-your-splash-screen-image)
	- goto `C:\Program Files\GIMP 2\share\gimp\2.0\images`
	- his are 1920 x 1080
	- had to copy it via command line with administrator rights, but it worked
	- you have to rename it `gimp-splash.png`
- %% worked, you just have to replace the current splash screen PNG file",,2020-05-09 00:26:02,systemUnknown
107,VSCode,Set multiple instances of VSCode to a different color,4.8,"- trying [this extension](https://papapeacockstorage.z13.web.core.windows.net/guide/#overview)
- installed
- [[F1]] `enter color`
- dark purple: `060114`
- dark orange: `1f1702`
- [google color picker](https://www.google.com/search?q=color%20picker%20online)
- [[F1]] `save current color to favorites`
- [[CTRL-,]] `peacock` > favorite colors > edit in settings
- %% Peacock extension installed, works well",,2020-05-09 08:27:17,systemUnknown
108,gimp,Create a shape icon with transparent background for website,3.5,"- gimp
- ctrl-n, (fill with transparency), return
- new layer, ""circle"", fill with transparency
- define foreground color
- [[R]] for Rectable
- ctrl-, to fill with foreground color
- repeat for blue circle
- !! can't get shadow selection to go away
- can only do ctrl-c, ctrl-shift-v on one selection and then ctrl-e to export",$place=hm,2020-05-16 12:48:21,systemUnknown
109,react,Setup React site and push to Netlify,3.5,"- setup local React site
	- `npx create-react-app gimp --use-npm`
	- `npm start` works
- set up initial commit
	- reorganized into css and components
	- made favicon
		- DON'T USE: https://www.favicon-generator.org
			- used favicon-96x96.png
			- were too blurry
		- https://icoconvert.com
			- just click the [[PNG to ICO]] button
			- rename
		- locally it is still the react favicon
- create repository at github
	- git remote add origin https://github.com/edwardtanguay/nnnnnnnnnnn.git && git push -u origin master
- setup at Netlify
	- deploy site
	- site settings, change name: https://tanguay-gimp.netlify.app
- add in HTML to app.js
	- replaced logo in public
	- test images in source
- %% site is up at [Netlify](https://tanguay-gimp.netlify.app)",,2020-05-16 20:30:34,systemUnknown
110,webpack,Set up site with manually installed Webpack,4.9,"- setup project
	- make project directory
	- `npm init -y`
- setup base site
	- `npm i -D webpack webpack-cli`
	- two directories `src` and `dist`
	- `npm i jquery`
	- base HTML file `dist/index.html` with content:
		-----------------------
		<h1 id=""title""></h1>
		<script src=""main.js""></script>
		-----------------------
	- `scr/index.js`:
		---------------------------
		import $ from 'jquery';
		$('#title').html(""Welcome to Webpack"");
		---------------------------
- compile and and run the site
	- note: you can't just type `webpack` because it is no installed globally
	- `npx webpack`
		- notice index.js file in dist now
	- right-click index.html, ""Open with Live Server""
- set webpack config file
	- create `webpack.config.js`
		----------------------
		const path = require('path');

		module.exports = {
			entry: ""./src/index.js"",
			output: {
				filename: ""js/site.js"", 
				path: path.resolve(__dirname, 'dist')
			}
		};
		----------------------
	- delete `main.js`
	- in `index.html` change `main.js` to`js/site.js`
	- `npx webpack`
- .. configure scripts, setup watch, and build in more settings",$place=hm,2020-05-18 07:35:22,systemUnknown
111,Netlify,Install 10 Jamstack templates at Netlify,4.99,- )) install 10 of [these Jamstack templates](https://templates.netlify.com/?utm_source=blog&utm_medium=netlify-features-cs&utm_campaign=devex),,2020-05-20 10:14:34,systemUnknown
112,Django,Set up a basic Django site,3.5,"- install Python, e.g. version 3.8.3: [https://www.python.org/downloads](https://www.python.org/downloads)
- install Django, e.g. version 3.0.3: `pip install django==3.0.3`
- create and run django project
	- `django-admin startproject test111`
	- `cd test111`
	- `python manage.py runserver`
	- note: this last command would not work in termin of VSCode, but only in git bash
- create app
	- `python manage.py startapp adoptions` (""adoptions"" is the name of the app we chose, e.g. a pet adoptions site)
	- add to settings.py, INSTALLED_APPS: 'adoptions'
- in `models.py`
	----------------------------
	class Pet(models.Model):
		SEX_CHOICES = [('M', 'Male'), ('F', 'Female')]
		name = models.CharField(max_length = 100)
		submitter = models.CharField(max_length = 100)
		species = models.CharField(max_length = 30)
		breed = models.CharField(max_length = 30, blank=True)
		description = models.TextField()
		sex = models.CharField(max_length=1, choices=SEX_CHOICES, blank=True)
		submission_date = models.DateTimeField()
		age = models.IntegerField(null=True)
		vaccinations = models.ManyToManyField('Vaccine', blank=True)

	class Vaccine(models.Model):
		name = models.CharField(max_length=50)
	----------------------------
- `python manage.py makemigrations`
- `python manage.py showmigrations`
- `python manage.py migrate`
- look at db.sqlite3
- for more, see [Learning Django](liTutorials?id=148)",,2020-05-21 17:38:26,systemUnknown
114,Virtualization,Get VirtualBox running with Docker,3.5,"- after installing Docker, VirtualBox didn't run well, machines often crashed, etc. 
- deinstalled VirtualBox
- installed version: VirtualBox-6.1.8-137981-Win.exe
- after installation, all four of my machines were there	
- starting windows
	- it works slowly and then after four minutes restarted all of a sudden
	- there seems to be something wrong with VirtualBox
- I think installed a machine on Hyper-V and it worked much better, no crashing",,2020-05-23 22:28:52,systemUnknown
115,PHP,Install XAMPP / Wordpress locally on Windows,4.6,"- [download XAMPP](https://www.apachefriends.org/download.html)
- install
	- ok, next
	- (all) next
	- leave with `C:\xampp`
	- uncheck, next
	- start control panel
		- I had on machine 3.2.2, training had 3.2.2, but I installed 3.2.4 (May 2020)
	- on windows I had 
	- start Apache and MySQL
- set up site
	- add to `C:\xampp\apache\conf\extra\httpd-xampp.conf`:
		-----------------------------
		    Alias /blog ""C:\work\site_wordpress_blog""
		    <Directory ""C:\work\site_wordpress_blog"">
		        AllowOverride AuthConfig
		        Require local
		        ErrorDocument 403 /error/XAMPP_FORBIDDEN.html.var
		    </Directory>
		-----------------------------
	- getting this to work on another machine, I had to convert all the backslashes to forward slashes:
		------------------------------------
		    Alias /testphp ""C:/edward/filesForWeeklyBackup/LEARN2020/testphp""
    <Directory ""C:/edward/filesForWeeklyBackup/LEARN2020/testphp"">
		AllowOverride AuthConfig
		Require local
		ErrorDocument 403 /error/XAMPP_FORBIDDEN.html.var
    </Directory>
		--------------------------------------
- set up database
	- MySQL Admin button
	- create database `wordpress`
- access at [http://localhost/blog](http://localhost/blog)
	- button
	- infos
		- wordpress
		- root
		- [EMPTY]
		- localhost
		- wp001_
- %% it worked",,2020-05-23 23:24:19,systemUnknown
116,general,Set up a local Wiki,3.5,- )) start with [this tutorial](https://www.howtogeek.com/67717/how-to-setup-your-own-powerful-wiki-on-your-windows-pc/),,2020-06-16 10:47:47,systemUnknown
