id,category,title,body,points,extras,systemWhenCreated,systemWhoCreated
174,React,How to add Bootstrap to Create-React-App,"- `npm i bootstrap`
- add at the top of your .js or .tsx files: `import 'bootstrap/dist/css/bootstrap.css';`
- as test: `<p className=""text-success"">test of bootstrap</p>`, should be green",20,,2020-08-18 06:56:59,systemUnknown
175,React,How to use a React Component class with TypeScript,"- note that you probably want to define `flashcards` in this instance with a custom type, not just `any`:
	--------------------------------
	interface MainState {
		flashcards: any[]
	}

	class Main extends Component<{}, MainState> {
		constructor(props: any) {
			super(props);
			this.state = {
				flashcards: []
			};
		}
	--------------------------------",30,,2020-08-18 10:11:13,systemUnknown
176,React,How to use a React Component function with TypeScript,"- note that you probably want to define `flashcards` in this instance with a custom type, not just `any`:
	--------------------------------
	interface FlashcardListProps {
		flashcards: any[]
	}

	const FlashcardList = ({ flashcards }: FlashcardListProps) => (
		<div className=""content"">
			test of flashcard-list: {flashcards.length} flashcards available
		</div>
	);
	--------------------------------",25,,2020-08-18 11:21:40,systemUnknown
177,React,How to get absolute paths to work in a Create-React-App with TypeScript,"- in the `tsconfig.json` file, in the `compilerOptions` section, add `""baseUrl"": ""src""`
- then e.g. `const greenBox = require('custom/images/green_box.png');` where `custom` is a directory under `src`",20,,2020-08-18 16:32:08,systemUnknown
178,React,Setup Routes in Create-React-App,"- working through [this tutorial](https://www.kirupa.com/react/creating_single_page_app_react_using_react_router.htm)
- in web directory
	- `npx create-react-app testcraroute`
- in VSCode 
	- open `testcraroute` as project
	- `npm start` to check it
- install React Router
	- `npm i react-router-dom`
- set up basics
	- delete all in `/src`
	- delete all in `/public`
- make basic pages:
	- `/public/index.html`
		-----------------------
		<!DOCTYPE html>
		<html lang=""en"">
		  <head>
			<meta charset=""utf-8"">
			<meta name=""viewport""
				  content=""width=device-width, initial-scale=1, shrink-to-fit=no"">
			<title>React Router Example</title>
		  </head>
		  <body>
			<div id=""root""></div>
		  </body>
		</html>
		-----------------------
	- `/src/index.js`
		----------------------
		import React from ""react"";
		import ReactDOM from ""react-dom"";
		import Main from ""./Main"";

		ReactDOM.render(
		  <Main/>, 
		  document.getElementById(""root"")
		);
		----------------------
	- '/src/Main.js`
		-------------------------
		import React, { Component } from ""react"";

		class Main extends Component {
		  render() {
			return (
				<div>
				  <h1>Simple SPA</h1>
				  <ul className=""header"">
					<li><a href=""/"">Home</a></li>
					<li><a href=""/stuff"">Stuff</a></li>
					<li><a href=""/contact"">Contact</a></li>
				  </ul>
				  <div className=""content"">

				  </div>
				</div>
			);
		  }
		}

		export default Main;
		-------------------------
	- `/src/Home.js`
		-------------------------
		import React, { Component } from ""react"";

		class Home extends Component {
		  render() {
			return (
			  <div>
				<h2>HELLO</h2>
				<p>Cras facilisis urna ornare ex volutpat, et
				convallis erat elementum. Ut aliquam, ipsum vitae
				gravida suscipit, metus dui bibendum est, eget rhoncus nibh
				metus nec massa. Maecenas hendrerit laoreet augue
				nec molestie. Cum sociis natoque penatibus et magnis
				dis parturient montes, nascetur ridiculus mus.</p>

				<p>Duis a turpis sed lacus dapibus elementum sed eu lectus.</p>
			  </div>
			);
		  }
		}

		export default Home;
		-------------------------
	- `/src/Stuff.js`
		--------------------------
		import React, { Component } from ""react"";

		class Stuff extends Component {
		  render() {
			return (
			  <div>
				<h2>STUFF</h2>
				<p>Mauris sem velit, vehicula eget sodales vitae,
				rhoncus eget sapien:</p>
				<ol>
				  <li>Nulla pulvinar diam</li>
				  <li>Facilisis bibendum</li>
				  <li>Vestibulum vulputate</li>
				  <li>Eget erat</li>
				  <li>Id porttitor</li>
				</ol>
			  </div>
			);
		  }
		}

		export default Stuff;
		--------------------------
	- `/src/Contact.js`
		----------------------
		import React, { Component } from ""react"";

		class Contact extends Component {
		  render() {
			return (
			  <div>
				<h2>GOT QUESTIONS?</h2>
				<p>The easiest thing to do is post on
				our <a href=""http://forum.kirupa.com"">forums</a>.
				</p>
			  </div>
			);
		  }
		}

		export default Contact;
		----------------------
- Add router in to Main.js
	- add:
		-----------------------
		import {
		  Route,
		  NavLink,
		  HashRouter
		} from ""react-router-dom"";
		import Home from ""./Home"";
		import Stuff from ""./Stuff"";
		import Contact from ""./Contact"";
		-----------------------
	- add `<HashRouter>` around main div
	- replace links with:
		-----------------------
		<li><NavLink to=""/"">Home</NavLink></li>
		<li><NavLink to=""/stuff"">Stuff</NavLink></li>
		<li><NavLink to=""/contact"">Contact</NavLink></li>
		-----------------------
	- add content:
		----------------------
		<Route path=""/"" component={Home}/>
		<Route path=""/stuff"" component={Stuff}/>
		<Route path=""/contact"" component={Contact}/>
		----------------------
- Fix routing
	- in Main.js add `exact` to Home route
		---------------------
		<Route exact path=""/"" component={Home} />
		---------------------
	- add `main.css`
		-------------------------
		body {
		  background-color: #eee;
		  padding: 20px;
		  margin: 0;
		}
		h1, h2, p, ul, li {
		  font-family: sans-serif;
		}
		ul.header li {
		  display: inline;
		  list-style-type: none;
		  margin: 0;
		}
		ul.header {
		  background-color: #111;
		  padding: 0;
		}
		ul.header li a {
		  color: #fff;
		  font-weight: bold;
		  text-decoration: none;
		  padding: 20px;
		  display: inline-block;
		}
		.content {
		  background-color: #fff;
		  padding: 20px;
		}
		.content h2 {
		  padding: 0;
		  margin: 0;
		}
		.content li {
		  margin-bottom: 10px;
		}
		-------------------------
	- in `index.js` add:
		-----------------------
		import ""./main.css"";
		-----------------------
	- to highlight active link
		- add a style
			----------------------
			.active {
			  background-color: #ccc;
			}
			----------------------
		- in Main.js, add exact
			----------------------
			<li><NavLink exact to=""/"">Home</NavLink></li>
			----------------------
	- take the hash out of the URL
		- in Main.js, replace all `HashRouter` with `BrowserRouter`
- replace CSS with SASS
	- `npm i node-sass`
	- rename `src\main.css` to `src\main.scss`
	- in `src\index.js` change `import './main.css';` to `import './main.scss';`
	- replace the contents of `main.scss` with:
		--------------------------------
		$standard-padding: 20px;

		body {
			background-color: #eee;
			padding: $standard-padding;
			margin: 0;
			font-family: sans-serif;
		}

		ul.header {
			background-color: #ccc;
			padding: 0;
			li {
				display: inline;
				list-style-type: none;
				margin: 0;
				a {
					color: #fff;
					font-weight: bold;
					text-decoration: none;
					padding: 20px;
					display: inline-block;
				}
				a.active {
					background-color: #aaa;
				}
			}
		}
		.content {
			background-color: #fff;
			padding: $standard-padding;
			h2 {
				padding: 0;
				margin: 0;
			}
			li {
				margin-bottom: 10px;
			}
		}		
		--------------------------------",50,,2020-08-19 13:35:02,systemUnknown
179,React,How to change the favicon.ico,"- create new one here: https://realfavicongenerator.net
- download e.g. `globe.png`
- copy to `/public`
- change section in `manifest.json` to: 
	---------------------
	""icons"": [
		{
			""src"": ""globe.png"",
			""type"": ""image/png"",
			""sizes"": ""64x64 32x32 24x24 16x16""
		}
	],
	---------------------
- change line in index.html to:
	- `<link rel=""icon"" href=""%PUBLIC_URL%/globe.png"" />`",40,,2020-08-19 14:46:35,systemUnknown
180,TypeScript,How to add JQuery to React/TypeScript applications,"- `npm i jquery @types/jquery`
- at top of React Component
	-----------------------
	import $ from 'jquery';
	-----------------------
- within `return (` area
	----------------------
	<div className=""test"">This text should be changed.</div>
	----------------------
- after `extends Component` and before `render() {`
	------------------------------
	componentDidMount() {
		$('.test').html('this was changed').css('background-color', 'yellow');
	}
	------------------------------",50,,2020-08-20 05:52:40,systemUnknown
181,React,How to display date/time as yyyy-mm-dd in React (with moment and live-clock),"- for time calculations:
	- `npm i moment`
	- at top of component:
		--------------
		import moment from 'moment';
		const d = moment(new Date());
		const currentDateTime = d.format('YYYY-MM-DD HH:mm:ss');
		--------------
	- `<div className=""left"">{currentDateTime}</div>`
- for live time display with time zone
	- `npm i react-live-clock`
	- at top of component:
		----------------------------
		import Clock from 'react-live-clock';
		----------------------------
	- add to HTML:
		--------------------------
		<div className=""left""> <Clock format=""YYYY-MM-DD HH:mm:ss"" ticking timezone=""Berlin"" /> </div>
		--------------------------",40,,2020-08-21 15:05:17,systemUnknown
182,TypeScript,How to get TypeScript command line scripts in Node including ES6-style import modules,"- `npm init -y`
- `npm i -g typescript ts-node`
- `npm i @types/node`
- create `qtools/qstr.ts`:
	--------------------------
	import * as qstr from './qstr';

	/**
	 * Capitalize the first letter of a string.
	 * 
	 * qstr.capitalizeFirstLetter(""this is a sentence.""); 
	 * 
	 * ""This is a sentence.""
	 */
	export const capitalizeFirstLetter = (line: string) => {
		return line.charAt(0).toUpperCase() + line.slice(1);
	}

	/**
	 * Replace all occurances in a string. 
	 * 
	 * qstr.replaceAll(""This is a tost."", ""o"", ""e"");
	 * 
	 * ""This is a test.""
	 */
	export const replaceAll = (text: string, search: string, replace: string) => {
		return text.split(search).join(replace);
	};
	--------------------------
- create `test.ts`:
	---------------------------
	import * as qstr from './qtools/qstr';

	function hello(person: string) {
		return `hello, ${person}.`;
	}

	let test: string = qstr.capitalizeFirstLetter('nnn');

	let user: string = ""James Russel"";
	const message = hello(user);
	console.log(qstr.capitalizeFirstLetter(message));
	---------------------------",60,,2020-08-21 17:10:22,systemUnknown
183,React,How to get Jest unit tests running in React,"- go to web directory
- `npx create-react-app testjest`
- VSCode, open directory
- look at `/src/App.test.js`
- `npm test`
	- you see that the test passes
- an example of an `App.test.js` file is:
	----------------------
	import React from 'react';
	import { render } from '@testing-library/react';
	import App from './App';
	import * as qstr from '../src/qtools/qstr';
	import * as qarr from '../src/qtools/qarr';

	test('site loads', () => {
		const { getByText } = render(<App />);
		const linkElement = getByText(/to this site/i);
		expect(linkElement).toBeInTheDocument();
	});

	test('qstr.capitalizeFirstLetter() with lowercase works', () => {
		expect(qstr.capitalizeFirstLetter('this')).toBe('This');
	});

	test('qstr.capitalizeFirstLetter() with uppercase works', () => {
		expect(qstr.capitalizeFirstLetter('This')).toBe('This');
	});

	test('qstr.replaceAll() replacing all characters works', () => {
		expect(qstr.replaceAll('xxxxx', 'x', 'a')).toBe('aaaaa');
	});

	test('qstr.replaceAll() replacing some characters works', () => {
		expect(qstr.replaceAll('This is a test.', 'i', 'x')).toBe('Thxs xs a test.');
	});

	test('qstr.contains() positive-find works', () => {
		expect(qstr.contains('This is a test.', 'is a')).toBeTruthy();
	});

	test('qstr.contains() negative-find works', () => {
		expect(qstr.contains('This is a test.', 'nnn')).toBeFalsy();
	});

	test('qstr.endsWith() positive-find works', () => {
		expect(qstr.endsWith('This is a test.', 'test.')).toBeTruthy();
	});

	test('qstr.endsWith() negative-find works', () => {
		expect(qstr.endsWith('This is a test.', 'nnn')).toBeFalsy();
	});

	test('qarr.hasDuplicateNumbers() positive test work', () => {
		expect(qarr.hasDuplicateNumbers([1, 2, 3, 4, 5, 6, 3])).toBeTruthy();
	});

	test('qarr.hasDuplicateNumbers() positive test work', () => {
		expect(qarr.hasDuplicateNumbers([1, 2, 3, 4, 5, 6])).toBeFalsy();
	});
	----------------------
- and you can put a test file in e.g. `/data` to test the integrity of a `.json` file, with e.g. `Flashcards.test.js`:
	--------------------------
	import * as qarr from 'qtools/qarr';

	const flashcards = require('../data/flashcards.json');

	test('Have enough flashcards in the datasource', () => {
		expect(flashcards.length).toBeGreaterThan(150);
	});

	test('Each flashcard has an id that is a number', () => {
		flashcards.map(m => {
			expect(typeof m.id).toBe('number');
		});
	});

	test('Each flashcard has a unique id.', () => {
		const ids = flashcards.map(m => m.id);
		expect(qarr.hasDuplicateNumbers(ids)).toBeFalsy();
	});
	--------------------------",50,,2020-08-21 23:49:58,systemUnknown
